Name,Nickname,Victories,Defeats,Draws,Height_cm,Weight_kg,Reach_cm,stance_x,Date of Birth,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,Name,name_y,wins_y,losses_y,height,weight,reach,stance_y,Age,Sig_Strikes_Minute,Sig_Strikes Accuracy,Sig_Strikes_Absorved_Min,Sig_Strikes_Defence,Av_TD_Landed_per_15_Min,Takedown_Accuracy,Takedown_Defence,Av_Subm_Attemt_per_15_Min
Nurullo Aliev,Tajik Eagle,9,0,0,177.8,70.31,182.88,Orthodox,2000-12-08,2.5,51.0,0.46,59.0,3.06,44.0,0.0,0.0,nurullo aliev,Nurullo Aliev,9.0,0.0,177.8,70.31,182.88,Orthodox,23.0,2.5,0.51,0.46,0.59,3.06,0.44,0.0,0.0
Fredy Serrano,El Profe,3,2,0,160.02,56.7,165.1,Orthodox,1979-09-22,1.58,26.0,1.89,61.0,2.84,25.0,84.0,0.0,fredy serrano,Fredy Serrano,3.0,2.0,160.02,56.7,165.1,Orthodox,44.0,1.58,0.26,1.89,0.61,2.84,0.25,0.84,0.0
Val Woodburn,The Animal,7,1,0,172.72,83.91,187.96,Orthodox,1993-08-10,3.16,22.0,11.05,30.0,0.0,0.0,100.0,0.0,val woodburn,Val Woodburn,7.0,2.0,172.72,77.11,187.96,Orthodox,30.0,1.6,0.35,4.93,0.36,1.92,1.0,0.5,0.0
Mark Madsen,The Olympian,12,2,0,172.72,70.31,182.88,Orthodox,1984-09-23,3.56,49.0,3.97,52.0,2.86,66.0,62.0,0.0,mark madsen,Mark Madsen,12.0,2.0,172.72,70.31,182.88,Orthodox,39.0,3.56,0.49,3.97,0.52,2.86,0.66,0.62,0.0
Rafael Fiziev,Ataman,12,3,0,172.72,70.31,180.34,Switch,1993-03-05,4.9,51.0,4.97,49.0,0.29,40.0,89.0,0.0,rafael fiziev,Rafael Fiziev,12.0,3.0,172.72,70.31,180.34,Switch,31.0,4.9,0.51,4.97,0.49,0.29,0.4,0.89,0.0
Abu Azaitar,Captain Morocco,14,4,1,175.26,83.91,193.04,Orthodox,1986-03-10,4.38,43.0,4.32,51.0,1.0,37.0,42.0,0.0,abu azaitar,Abu Azaitar,14.0,4.0,175.26,83.91,193.04,Orthodox,38.0,4.38,0.43,4.32,0.51,1.0,0.37,0.42,0.0
Cameron VanCamp,Jumpman,15,7,1,187.96,70.31,187.96,Switch,1993-04-27,5.31,47.0,6.41,40.0,0.0,0.0,0.0,0.0,cameron vancamp,Cameron VanCamp,15.0,7.0,187.96,70.31,187.96,Switch,30.0,5.31,0.47,6.41,0.4,0.0,0.0,0.0,0.0
Augusto Mendes,Tanquinho,6,2,0,167.64,61.23,165.1,Orthodox,1983-03-03,2.42,34.0,3.91,56.0,1.75,33.0,80.0,0.0,augusto mendes,Augusto Mendes,6.0,2.0,167.64,61.23,165.1,Orthodox,41.0,2.42,0.34,3.91,0.56,1.75,0.33,0.8,0.0
Ike Villanueva,Hurricane,18,14,0,185.42,92.99,185.42,Orthodox,1984-04-04,3.66,38.0,7.24,36.0,0.6,50.0,100.0,0.0,ike villanueva,Ike Villanueva,18.0,14.0,185.42,92.99,185.42,Orthodox,39.0,3.66,0.38,7.24,0.36,0.6,0.5,1.0,0.0
Norman Parke,Stormin',23,6,1,180.34,70.31,177.8,Southpaw,1986-12-22,3.06,35.0,2.88,64.0,1.98,26.0,77.0,0.0,norman parke,Norman Parke,23.0,6.0,180.34,70.31,177.8,Southpaw,37.0,3.06,0.35,2.88,0.64,1.98,0.26,0.77,0.0
Alan Baudot,The Black Samourai,8,3,0,190.5,110.22,200.66,Orthodox,1988-02-01,5.36,58.0,4.82,46.0,0.0,0.0,62.0,0.0,alan baudot,Alan Baudot,8.0,3.0,190.5,110.22,200.66,Orthodox,36.0,5.36,0.58,4.82,0.46,0.0,0.0,0.62,0.0
Jairzinho Rozenstruik,Bigi Boy,13,5,0,187.96,109.77,198.12,Orthodox,1988-03-17,2.81,45.0,3.15,45.0,0.0,0.0,73.0,0.0,jairzinho rozenstruik,Jairzinho Rozenstruik,14.0,5.0,187.96,109.77,198.12,Orthodox,36.0,3.44,0.49,2.78,0.47,0.0,0.0,0.75,0.0
Tanner Boser,The Bulldozer,21,10,1,187.96,92.99,190.5,Orthodox,1991-08-02,4.7,52.0,2.75,58.0,0.0,0.0,63.0,0.0,tanner boser,Tanner Boser,21.0,10.0,187.96,92.99,190.5,Orthodox,32.0,4.7,0.52,2.75,0.58,0.0,0.0,0.63,0.0
Micheal Gillmore,The Gentleman,6,5,0,180.34,77.11,182.88,Orthodox,1987-03-28,2.04,57.0,3.02,43.0,0.0,0.0,50.0,0.0,micheal gillmore,Micheal Gillmore,6.0,5.0,180.34,77.11,182.88,Orthodox,37.0,2.04,0.57,3.02,0.43,0.0,0.0,0.5,0.0
Fabio Cherant,Water Buffalo,7,4,0,185.42,92.99,187.96,Southpaw,1994-11-25,1.35,40.0,4.89,38.0,0.0,0.0,0.0,0.0,fabio cherant,Fabio Cherant,7.0,4.0,185.42,92.99,187.96,Southpaw,29.0,1.35,0.4,4.89,0.38,0.0,0.0,0.0,0.0
Elvis Mutapcic,The King,15,6,1,182.88,83.91,182.88,Orthodox,1986-07-19,3.41,40.0,4.27,38.0,0.0,0.0,81.0,0.0,elvis mutapcic,Elvis Mutapcic,15.0,6.0,182.88,83.91,182.88,Orthodox,37.0,3.41,0.4,4.27,0.38,0.0,0.0,0.81,0.0
Ashkan Mokhtarian,The Assassin,13,3,0,167.64,56.7,170.18,Southpaw,1985-09-15,1.95,43.0,3.66,43.0,0.54,16.0,33.0,0.0,ashkan mokhtarian,Ashkan Mokhtarian,13.0,3.0,167.64,56.7,170.18,Southpaw,38.0,1.95,0.43,3.66,0.43,0.54,0.16,0.33,0.0
Brianna Fortino,The Bull,9,3,0,152.4,52.16,157.48,Southpaw,1993-08-04,3.53,41.0,3.23,57.0,2.5,45.0,66.0,0.0,brianna fortino,Brianna Fortino,9.0,3.0,152.4,52.16,157.48,Southpaw,30.0,3.53,0.41,3.23,0.57,2.5,0.45,0.66,0.0
Nick Hein,Sergeant,14,5,0,167.64,70.31,167.64,Southpaw,1984-04-24,2.65,35.0,3.61,59.0,0.86,33.0,83.0,0.0,nick hein,Nick Hein,14.0,5.0,167.64,70.31,167.64,Southpaw,39.0,2.65,0.35,3.61,0.59,0.86,0.33,0.83,0.0
Emily Ducote,Gordinha,13,8,0,157.48,52.16,160.02,Orthodox,1994-01-01,6.93,48.0,7.98,56.0,0.25,14.0,92.0,0.0,emily ducote,Emily Ducote,13.0,8.0,157.48,52.16,160.02,Orthodox,30.0,6.93,0.48,7.98,0.56,0.25,0.14,0.92,0.0
Clint Hester,Headbussa,11,6,0,187.96,92.99,195.58,Orthodox,1986-11-21,3.36,42.0,3.44,56.0,1.02,35.0,60.0,0.0,clint hester,Clint Hester,11.0,6.0,187.96,92.99,195.58,Orthodox,37.0,3.36,0.42,3.44,0.56,1.02,0.35,0.6,0.0
Frank Camacho,The Crank,22,10,0,177.8,70.31,185.42,Orthodox,1989-05-18,6.56,46.0,7.44,51.0,1.11,31.0,73.0,0.0,frank camacho,Frank Camacho,22.0,10.0,177.8,70.31,185.42,Orthodox,34.0,6.56,0.46,7.44,0.51,1.11,0.31,0.73,0.0
Ian McCall,Uncle Creepy,13,5,1,165.1,56.7,162.56,Orthodox,1984-05-07,3.59,39.0,3.25,67.0,2.08,30.0,88.0,0.0,ian mccall,Ian McCall,13.0,5.0,165.1,56.7,162.56,Orthodox,39.0,3.59,0.39,3.25,0.67,2.08,0.3,0.88,0.0
Jonathan Wilson,Johnny Bravo,7,3,0,187.96,92.99,190.5,Southpaw,1987-07-17,2.92,48.0,5.65,56.0,0.37,100.0,80.0,0.0,jonathan wilson,Jonathan Wilson,7.0,3.0,187.96,92.99,190.5,Southpaw,36.0,2.92,0.48,5.65,0.56,0.37,1.0,0.8,0.0
Paulo Costa,The Eraser,14,2,0,185.42,83.91,182.88,Orthodox,1991-04-21,6.5,60.0,6.38,47.0,0.53,75.0,79.0,0.0,paulo costa,Paulo Costa,14.0,3.0,185.42,83.91,182.88,Orthodox,32.0,6.2,0.58,6.38,0.47,0.45,0.75,0.8,0.0
Ravena Oliveira,Kenoudy,7,2,1,165.1,61.23,165.1,Orthodox,1997-02-20,1.0,48.0,1.2,48.0,2.0,66.0,62.0,0.0,ravena oliveira,Ravena Oliveira,7.0,2.0,165.1,61.23,165.1,Orthodox,27.0,1.0,0.48,1.2,0.48,2.0,0.66,0.62,0.0
Luke Jumeau,The Jedi,13,5,0,180.34,77.11,182.88,Orthodox,1988-02-12,2.93,43.0,3.17,58.0,0.25,100.0,86.0,0.0,luke jumeau,Luke Jumeau,13.0,5.0,180.34,77.11,182.88,Orthodox,36.0,2.93,0.43,3.17,0.58,0.25,1.0,0.86,0.0
Francimar Barroso,Bodao,19,7,0,185.42,92.99,190.5,Orthodox,1980-02-28,2.77,52.0,3.07,59.0,2.22,24.0,83.0,0.0,francimar barroso,Francimar Barroso,19.0,7.0,185.42,92.99,190.5,Orthodox,44.0,2.77,0.52,3.07,0.59,2.22,0.24,0.83,0.0
Justin Gaethje,The Highlight,25,4,0,180.34,70.31,177.8,Orthodox,1988-11-14,7.35,60.0,7.5,53.0,0.13,25.0,75.0,0.0,justin gaethje,Justin Gaethje,25.0,4.0,180.34,70.31,177.8,Orthodox,35.0,7.35,0.6,7.5,0.53,0.13,0.25,0.75,0.0
Erik Silva,The King,9,2,0,175.26,65.77,180.34,Orthodox,1987-03-16,2.17,71.0,1.58,40.0,3.94,80.0,71.0,0.0,erik silva,Erik Silva,9.0,3.0,175.26,65.77,180.34,Orthodox,37.0,2.07,0.7,1.57,0.4,3.76,0.8,0.62,0.0
Ryan MacDonald,Main Event,10,2,0,180.34,61.23,180.34,Switch,1993-03-18,2.28,29.0,6.49,45.0,0.0,0.0,0.0,0.0,ryan macdonald,Ryan MacDonald,10.0,2.0,180.34,61.23,180.34,Switch,31.0,2.28,0.29,6.49,0.45,0.0,0.0,0.0,0.0
Brendon Marotte,The Kid,8,2,0,175.26,70.31,177.8,Orthodox,1996-01-12,3.0,100.0,42.0,33.0,0.0,0.0,0.0,0.0,brendon marotte,Brendon Marotte,8.0,2.0,175.26,65.77,177.8,Orthodox,28.0,3.0,1.0,42.0,0.33,0.0,0.0,0.0,0.0
Marcus Brimage,The Bama Beast,7,7,0,162.56,61.23,180.34,Southpaw,1985-04-06,3.97,35.0,3.64,56.0,0.56,100.0,80.0,0.0,marcus brimage,Marcus Brimage,7.0,7.0,162.56,61.23,180.34,Southpaw,38.0,3.97,0.35,3.64,0.56,0.56,1.0,0.8,0.0
Jared Papazian,The Jackhammer,20,13,0,172.72,61.23,170.18,Southpaw,1988-02-01,3.33,39.0,3.81,44.0,0.0,0.0,50.0,0.0,jared papazian,Jared Papazian,20.0,13.0,172.72,61.23,170.18,Southpaw,36.0,3.33,0.39,3.81,0.44,0.0,0.0,0.5,0.0
Jake Hecht,Hitman,11,4,0,182.88,77.11,185.42,Orthodox,1984-02-09,3.26,47.0,2.76,56.0,2.04,37.0,40.0,0.0,jake hecht,Jake Hecht,11.0,4.0,182.88,77.11,185.42,Orthodox,40.0,3.26,0.47,2.76,0.56,2.04,0.37,0.4,0.0
Caros Fodor,The Future,11,6,0,175.26,70.31,187.96,Orthodox,1984-01-07,2.76,54.0,2.83,54.0,2.1,25.0,50.0,0.0,caros fodor,Caros Fodor,11.0,6.0,175.26,70.31,187.96,Orthodox,40.0,2.76,0.54,2.83,0.54,2.1,0.25,0.5,0.0
Hailey Cowan,All Hail,7,3,0,172.72,61.23,170.18,Southpaw,1992-02-12,2.97,42.0,3.17,34.0,1.5,33.0,80.0,0.0,hailey cowan,Hailey Cowan,7.0,3.0,172.72,61.23,170.18,Southpaw,32.0,2.97,0.42,3.17,0.34,1.5,0.33,0.8,0.0
Ricardo Funch,Golden Boy,9,6,0,177.8,77.11,187.96,Southpaw,1980-08-14,2.61,65.0,3.57,40.0,1.24,18.0,60.0,0.0,ricardo funch,Ricardo Funch,9.0,6.0,177.8,77.11,187.96,Southpaw,43.0,2.61,0.65,3.57,0.4,1.24,0.18,0.6,0.0
Damian Grabowski,The Polish Pitbull,20,5,0,185.42,109.32,190.5,Orthodox,1980-05-12,4.0,36.0,7.65,51.0,0.0,0.0,0.0,0.0,damian grabowski,Damian Grabowski,20.0,5.0,185.42,109.32,190.5,Orthodox,43.0,4.0,0.36,7.65,0.51,0.0,0.0,0.0,0.0
Justin Salas,J-Bomb,12,7,0,172.72,70.31,177.8,Southpaw,1982-03-13,3.42,43.0,2.96,68.0,2.43,20.0,0.0,0.0,justin salas,Justin Salas,12.0,7.0,172.72,70.31,177.8,Southpaw,42.0,3.42,0.43,2.96,0.68,2.43,0.2,0.0,0.0
Kevin Borjas,El Gallo Negro,9,2,0,165.1,56.7,172.72,Orthodox,1997-12-06,5.4,41.0,6.63,49.0,0.0,0.0,56.0,0.0,kevin borjas,Kevin Borjas,9.0,2.0,165.1,56.7,172.72,Orthodox,26.0,5.4,0.41,6.63,0.49,0.0,0.0,0.56,0.0
Stephen Thompson,Wonderboy,17,6,1,182.88,77.11,190.5,Orthodox,1983-02-11,4.2,45.0,3.04,55.0,0.27,41.0,64.0,0.0,stephen thompson,Stephen Thompson,17.0,7.0,182.88,77.11,190.5,Orthodox,41.0,4.11,0.46,3.03,0.54,0.26,0.41,0.65,0.0
Bruno Souza,The Tiger,10,3,0,177.8,65.77,177.8,Orthodox,1996-03-07,3.73,39.0,5.3,45.0,0.5,16.0,60.0,0.0,bruno souza,Bruno Souza,10.0,3.0,177.8,65.77,177.8,Orthodox,28.0,3.73,0.39,5.3,0.45,0.5,0.16,0.6,0.0
Jared Cannonier,The Killa Gorilla,17,6,0,180.34,83.91,195.58,Switch,1984-03-16,4.68,52.0,4.13,59.0,0.44,42.0,63.0,0.0,jared cannonier,Jared Cannonier,17.0,6.0,180.34,83.91,195.58,Switch,40.0,4.68,0.52,4.13,0.59,0.44,0.42,0.63,0.0
Charlie Brenneman,The Spaniard,19,8,0,177.8,70.31,177.8,Orthodox,1981-02-09,1.52,56.0,1.55,46.0,4.23,42.0,72.0,0.0,charlie brenneman,Charlie Brenneman,19.0,8.0,177.8,70.31,177.8,Orthodox,43.0,1.52,0.56,1.55,0.46,4.23,0.42,0.72,0.0
Mickael Lebout,Ragnar,16,7,1,180.34,70.31,185.42,Orthodox,1987-08-16,2.6,34.0,2.98,54.0,0.0,0.0,60.0,0.0,mickael lebout,Mickael Lebout,16.0,7.0,180.34,70.31,185.42,Orthodox,36.0,2.6,0.34,2.98,0.54,0.0,0.0,0.6,0.0
Andrew Sanchez,El Dirte,13,7,0,185.42,83.91,187.96,Orthodox,1988-04-08,4.3,43.0,5.1,50.0,2.55,36.0,100.0,0.0,andrew sanchez,Andrew Sanchez,13.0,7.0,185.42,83.91,187.96,Orthodox,35.0,4.3,0.43,5.1,0.5,2.55,0.36,1.0,0.0
Arman Tsarukyan,Ahalkalakets,21,3,0,170.18,70.31,182.88,Orthodox,1996-10-11,3.85,48.0,1.91,54.0,3.4,36.0,75.0,0.0,arman tsarukyan,Arman Tsarukyan,21.0,3.0,170.18,70.31,182.88,Orthodox,27.0,3.85,0.48,1.91,0.54,3.4,0.36,0.75,0.0
Randy Costa,The Zohan,6,4,0,175.26,61.23,185.42,Switch,1994-07-06,6.53,46.0,7.58,58.0,0.0,0.0,50.0,0.0,randy costa,Randy Costa,6.0,4.0,175.26,61.23,185.42,Switch,29.0,6.53,0.46,7.58,0.58,0.0,0.0,0.5,0.0
Junior Albini,Baby,14,6,0,190.5,119.75,187.96,Orthodox,1991-03-15,3.98,51.0,6.08,52.0,1.54,37.0,100.0,0.0,junior albini,Junior Albini,14.0,6.0,190.5,119.75,187.96,Orthodox,33.0,3.98,0.51,6.08,0.52,1.54,0.37,1.0,0.0
Kyle Kingsbury,Kingsbu,11,6,0,193.04,92.99,200.66,Orthodox,1982-03-22,2.97,40.0,3.81,51.0,2.64,41.0,52.0,0.0,kyle kingsbury,Kyle Kingsbury,11.0,6.0,193.04,92.99,200.66,Orthodox,42.0,2.97,0.4,3.81,0.51,2.64,0.41,0.52,0.0
Ismael Bonfim,Marreta,19,4,0,172.72,70.31,180.34,Orthodox,1995-12-28,4.91,57.0,2.66,76.0,1.11,28.0,81.0,0.0,ismael bonfim,Ismael Bonfim,19.0,4.0,172.72,70.31,180.34,Orthodox,28.0,4.91,0.57,2.66,0.76,1.11,0.28,0.81,0.0
Santiago Ponzinibbio,Argentine Dagger,30,7,0,182.88,77.11,185.42,Orthodox,1986-09-26,4.9,41.0,4.67,61.0,0.48,30.0,60.0,0.0,santiago ponzinibbio,Santiago Ponzinibbio,30.0,7.0,182.88,77.11,185.42,Orthodox,37.0,4.9,0.41,4.67,0.61,0.48,0.3,0.6,0.0
Dong Hyun Ma,Maestro,16,11,3,180.34,70.31,177.8,Orthodox,1988-09-09,2.84,41.0,4.1,54.0,1.27,53.0,33.0,0.0,dong hyun ma,Dong Hyun Ma,16.0,11.0,180.34,70.31,177.8,Orthodox,35.0,2.84,0.41,4.1,0.54,1.27,0.53,0.33,0.0
Josiane Nunes,Josi,10,1,0,157.48,65.77,170.18,Southpaw,1993-12-23,7.22,44.0,5.85,52.0,0.0,0.0,70.0,0.0,josiane nunes,Josiane Nunes,10.0,2.0,157.48,61.23,170.18,Southpaw,30.0,5.99,0.44,5.25,0.53,0.0,0.0,0.58,0.0
Danny Chavez,The Colombian Warrior,11,5,1,172.72,65.77,170.18,Orthodox,1987-03-14,2.86,38.0,3.83,50.0,1.95,60.0,87.0,0.0,danny chavez,Danny Chavez,11.0,5.0,172.72,65.77,170.18,Orthodox,37.0,2.86,0.38,3.83,0.5,1.95,0.6,0.87,0.0
Jerome Rivera,Renegade,10,6,0,177.8,56.7,182.88,Southpaw,1995-04-22,3.21,33.0,2.6,51.0,0.0,0.0,40.0,0.0,jerome rivera,Jerome Rivera,10.0,6.0,177.8,56.7,182.88,Southpaw,28.0,3.21,0.33,2.6,0.51,0.0,0.0,0.4,0.0
Brogan Walker,The Bear,8,4,0,162.56,56.7,170.18,Switch,1988-08-02,2.04,30.0,3.7,47.0,0.0,0.0,11.0,0.0,brogan walker,Brogan Walker,8.0,4.0,162.56,56.7,170.18,Switch,35.0,2.04,0.3,3.7,0.47,0.0,0.0,0.11,0.0
Anton Turkalj,The Pleasure Man,8,3,0,193.04,92.99,198.12,Orthodox,1996-06-10,1.72,53.0,2.48,49.0,6.55,51.0,16.0,0.0,anton turkalj,Anton Turkalj,8.0,3.0,193.04,92.99,198.12,Orthodox,27.0,1.72,0.53,2.48,0.49,6.55,0.51,0.16,0.0
Shane Young,Smokin',13,8,0,172.72,65.77,182.88,Orthodox,1993-07-31,5.19,40.0,5.46,52.0,0.63,18.0,64.0,0.0,shane young,Shane Young,13.0,8.0,172.72,65.77,182.88,Orthodox,30.0,5.19,0.4,5.46,0.52,0.63,0.18,0.64,0.0
Francisco Trevino,Sitkayan,13,3,0,175.26,70.31,177.8,Orthodox,1981-12-17,2.65,42.0,2.42,64.0,0.97,22.0,41.0,0.0,francisco trevino,Francisco Trevino,13.0,3.0,175.26,70.31,177.8,Orthodox,42.0,2.65,0.42,2.42,0.64,0.97,0.22,0.41,0.0
Shana Dobson,Danger,4,5,0,167.64,56.7,175.26,Orthodox,1989-03-30,3.34,37.0,5.2,50.0,0.84,50.0,14.0,0.0,shana dobson,Shana Dobson,4.0,5.0,167.64,56.7,175.26,Orthodox,34.0,3.34,0.37,5.2,0.5,0.84,0.5,0.14,0.0
Justin Tafa,Bad Man,7,3,0,182.88,119.75,187.96,Southpaw,1993-12-13,5.13,55.0,5.93,49.0,0.0,0.0,100.0,0.0,justin tafa,Justin Tafa,7.0,4.0,182.88,119.75,187.96,Southpaw,30.0,4.09,0.54,5.02,0.47,0.0,0.0,0.5,0.0
Tai Tuivasa,Bam Bam,15,6,0,187.96,119.75,190.5,Southpaw,1993-03-16,3.98,49.0,4.98,43.0,0.0,0.0,54.0,0.0,tai tuivasa,Tai Tuivasa,15.0,7.0,187.96,119.75,190.5,Southpaw,31.0,3.96,0.49,5.05,0.43,0.0,0.0,0.57,0.0
Dequan Townsend,The Tarantula,21,12,0,190.5,92.99,200.66,Orthodox,1986-05-11,1.23,34.0,3.92,38.0,0.0,0.0,46.0,0.0,dequan townsend,Dequan Townsend,21.0,12.0,190.5,92.99,200.66,Orthodox,37.0,1.23,0.34,3.92,0.38,0.0,0.0,0.46,0.0
Cody Garbrandt,No Love,13,5,0,172.72,61.23,165.1,Orthodox,1991-07-07,3.0,40.0,3.89,61.0,1.13,34.0,78.0,0.0,cody garbrandt,Cody Garbrandt,14.0,5.0,172.72,61.23,165.1,Orthodox,32.0,3.06,0.4,3.91,0.6,1.1,0.34,0.8,0.0
Mike Jackson,The Truth,1,2,0,187.96,77.11,187.96,Orthodox,1985-03-22,4.49,57.0,3.73,62.0,0.71,33.0,88.0,0.0,mike jackson,Mike Jackson,1.0,2.0,187.96,77.11,187.96,Orthodox,39.0,4.49,0.57,3.73,0.62,0.71,0.33,0.88,0.0
Yanal Ashmouz,Red Fox,7,1,0,175.26,70.31,172.72,Orthodox,1995-03-31,3.08,42.0,5.35,59.0,0.92,50.0,50.0,0.0,yanal ashmouz,Yanal Ashmouz,7.0,1.0,175.26,70.31,172.72,Orthodox,28.0,3.08,0.42,5.35,0.59,0.92,0.5,0.5,0.0
Miles Johns,Chapo,14,2,0,170.18,61.23,167.64,Orthodox,1994-03-30,3.51,48.0,2.75,68.0,1.03,21.0,85.0,0.0,miles johns,Miles Johns,14.0,2.0,170.18,61.23,167.64,Orthodox,29.0,3.28,0.47,2.55,0.68,1.15,0.22,0.85,0.0
Oban Elliott,The Welsh Gangster,9,2,0,182.88,77.11,182.88,Orthodox,1997-12-19,3.87,44.0,2.8,61.0,4.0,44.0,0.0,0.0,oban elliott,Oban Elliott,10.0,2.0,182.88,77.11,182.88,Orthodox,26.0,4.27,0.53,2.17,0.61,3.5,0.5,0.0,0.0
Forrest Petz,The Meat Cleaver,26,10,0,175.26,77.11,180.34,Orthodox,1975-09-22,2.27,29.0,2.2,57.0,1.3,100.0,66.0,0.0,forrest petz,Forrest Petz,26.0,10.0,175.26,77.11,180.34,Orthodox,48.0,2.27,0.29,2.2,0.57,1.3,1.0,0.66,0.0
Adam Milstead,The Prototype,8,4,0,190.5,92.99,193.04,Orthodox,1987-07-03,3.85,46.0,4.79,43.0,0.0,0.0,64.0,0.0,adam milstead,Adam Milstead,8.0,4.0,190.5,92.99,193.04,Orthodox,36.0,3.85,0.46,4.79,0.43,0.0,0.0,0.64,0.0
Khusein Askhabov,Nohcho,23,1,0,172.72,65.77,175.26,Orthodox,1995-02-13,2.0,26.0,4.13,56.0,0.0,0.0,66.0,0.0,khusein askhabov,Khusein Askhabov,23.0,1.0,172.72,65.77,175.26,Orthodox,29.0,2.0,0.26,4.13,0.56,0.0,0.0,0.66,0.0
Aoriqileng,The Mongolian Murderer,25,10,0,170.18,61.23,175.26,Orthodox,1993-06-25,5.31,50.0,5.56,50.0,1.64,46.0,58.0,0.0,aoriqileng,Aoriqileng,25.0,10.0,170.18,61.23,175.26,Orthodox,30.0,5.31,0.5,6.03,0.47,1.45,0.46,0.58,0.0
Austin Hubbard,Thud,16,7,0,177.8,70.31,180.34,Orthodox,1991-12-22,3.83,46.0,3.37,56.0,1.55,52.0,63.0,0.0,austin hubbard,Austin Hubbard,16.0,7.0,177.8,70.31,180.34,Orthodox,32.0,3.83,0.46,3.37,0.56,1.55,0.52,0.63,0.0
Liudvik Sholinian,Palmeyros,9,4,1,177.8,61.23,180.34,Orthodox,1990-01-20,2.5,30.0,5.67,55.0,0.0,0.0,66.0,0.0,liudvik sholinian,Liudvik Sholinian,9.0,4.0,177.8,61.23,180.34,Orthodox,34.0,2.5,0.3,5.67,0.55,0.0,0.0,0.66,0.0
Wagner Prado,Caldeirao,12,3,0,182.88,92.99,187.96,Southpaw,1986-12-30,1.72,40.0,3.06,50.0,0.0,0.0,22.0,0.0,wagner prado,Wagner Prado,12.0,3.0,182.88,92.99,187.96,Southpaw,37.0,1.72,0.4,3.06,0.5,0.0,0.0,0.22,0.0
Zac Pauga,The Ripper,7,2,0,187.96,92.99,193.04,Orthodox,1988-02-25,4.44,62.0,2.72,57.0,0.42,9.0,100.0,0.0,zac pauga,Zac Pauga,7.0,3.0,187.96,92.99,193.04,Orthodox,36.0,4.46,0.62,2.73,0.58,0.38,0.07,1.0,0.0
Mike Easton,The Hulk,13,6,0,167.64,61.23,177.8,Southpaw,1984-01-25,3.51,37.0,4.28,61.0,0.75,22.0,66.0,0.0,mike easton,Mike Easton,13.0,6.0,167.64,61.23,177.8,Southpaw,40.0,3.51,0.37,4.28,0.61,0.75,0.22,0.66,0.0
Marnic Mann,The Sawed-Off Savage,6,2,0,152.4,52.16,162.56,Southpaw,1993-03-05,1.1,42.0,4.93,31.0,1.83,30.0,16.0,0.0,marnic mann,Marnic Mann,6.0,2.0,152.4,52.16,162.56,Southpaw,31.0,1.1,0.42,4.93,0.31,1.83,0.3,0.16,0.0
Ashlee Evans-Smith,Rebel Girl,6,6,0,172.72,61.23,170.18,Orthodox,1987-07-09,4.03,34.0,4.59,53.0,0.95,22.0,50.0,0.0,ashlee evans-smith,Ashlee Evans-Smith,6.0,6.0,172.72,61.23,170.18,Orthodox,36.0,4.03,0.34,4.59,0.53,0.95,0.22,0.5,0.0
Gaston Bolanos,The Dreamkiller,7,3,0,170.18,61.23,175.26,Orthodox,1992-09-14,4.2,49.0,1.13,56.0,0.0,0.0,40.0,0.0,gaston bolanos,Gaston Bolanos,7.0,4.0,170.18,61.23,175.26,Orthodox,31.0,3.88,0.43,3.49,0.49,0.0,0.0,0.5,0.0
Thomas Gifford,The Young Lion,14,9,0,185.42,70.31,190.5,Orthodox,1992-07-26,3.97,37.0,6.45,37.0,0.5,33.0,33.0,0.0,thomas gifford,Thomas Gifford,14.0,9.0,185.42,70.31,190.5,Orthodox,31.0,3.97,0.37,6.45,0.37,0.5,0.33,0.33,0.0
Christian Leroy Duncan,CLD,9,1,0,187.96,83.91,200.66,Switch,1995-07-24,5.06,59.0,4.68,47.0,0.0,0.0,50.0,0.0,christian leroy duncan,Christian Leroy Duncan,10.0,1.0,187.96,83.91,200.66,Switch,28.0,5.96,0.62,3.82,0.5,0.45,0.14,0.5,0.0
Alberto Mina,Soldier of God,13,1,0,182.88,77.11,195.58,Orthodox,1982-05-02,3.23,38.0,3.7,47.0,1.85,20.0,50.0,0.0,alberto mina,Alberto Mina,13.0,1.0,182.88,77.11,195.58,Orthodox,41.0,3.23,0.38,3.7,0.47,1.85,0.2,0.5,0.0
Boston Salmon,Boom Boom,6,3,0,175.26,61.23,175.26,Southpaw,1990-11-20,4.13,37.0,7.75,59.0,0.0,0.0,100.0,0.0,boston salmon,Boston Salmon,6.0,3.0,175.26,61.23,175.26,Southpaw,33.0,4.13,0.37,7.75,0.59,0.0,0.0,1.0,0.0
Shauna Bannon,Mama B,5,1,0,165.1,52.16,165.1,Switch,1993-10-23,3.6,37.0,3.73,37.0,0.0,0.0,33.0,0.0,shauna bannon,Shauna Bannon,5.0,1.0,165.1,52.16,165.1,Switch,30.0,3.6,0.37,3.73,0.37,0.0,0.0,0.33,0.0
