name,wins,losses,height,weight,reach,stance,age,SLpM,sig_str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg
Ryan Thomas,20.0,8.0,182.88,77.11,,Orthodox,39.0,2.01,0.36,4.17,0.3,5.59,0.33,0.0,2.2
Rameau Thierry Sokoudjou,18.0,18.0,177.8,92.99,198.12,Orthodox,39.0,2.26,0.45,2.61,0.56,1.93,0.47,0.78,0.9
Neil Wain,13.0,4.0,177.8,109.77,,Orthodox,,2.64,0.5,8.57,0.43,0.0,0.0,0.5,0.0
Jess Liaudin,20.0,11.0,175.26,77.11,182.88,Orthodox,,2.46,0.51,2.76,0.41,3.28,0.53,0.3,1.6
David Baron,17.0,4.0,167.64,70.31,,Switch,51.0,1.17,0.3,2.1,0.56,0.0,0.0,0.14,0.7
Samy Schiavo,10.0,6.0,172.72,70.31,,Orthodox,48.0,1.68,0.34,2.62,0.38,0.94,0.5,0.66,0.9
Brad Morris,10.0,6.0,187.96,92.99,,Orthodox,44.0,0.5,0.62,6.95,0.27,0.0,0.0,0.0,0.0
Jason Lambert,26.0,13.0,190.5,83.91,190.5,Orthodox,48.0,3.21,0.58,1.84,0.5,1.35,0.36,0.28,2.4
Heath Herring,28.0,16.0,193.04,113.4,198.12,Orthodox,46.0,2.37,0.5,1.77,0.54,1.22,0.5,0.32,0.7
Luke Cummo,6.0,6.0,182.88,77.11,187.96,Orthodox,43.0,1.74,0.43,1.5,0.59,0.89,0.55,0.42,1.4
Cale Yarbrough,8.0,3.0,185.42,83.91,,Orthodox,37.0,3.16,0.27,10.0,0.72,0.0,0.0,0.0,0.0
James Giboo,13.0,5.0,180.34,77.11,,Orthodox,46.0,1.2,0.27,7.08,0.39,0.0,0.0,0.0,0.0
Evan Tanner,32.0,8.0,182.88,83.91,187.96,Orthodox,53.0,3.05,0.59,2.64,0.56,2.55,0.43,0.25,1.3
Dante Rivera,16.0,7.0,185.42,83.91,,Southpaw,49.0,2.27,0.53,4.0,0.25,0.0,0.0,0.16,0.0
Marvin Eastman,18.0,15.0,175.26,83.91,185.42,Orthodox,52.0,2.21,0.35,3.92,0.42,1.38,0.33,0.81,0.0
Rob Yundt,9.0,5.0,185.42,83.91,,Orthodox,43.0,1.37,0.41,2.55,0.31,2.94,1.0,0.0,0.0
Ivan Salaverry,14.0,9.0,182.88,83.91,,Orthodox,53.0,3.01,0.47,1.19,0.76,0.49,0.18,0.36,2.5
Kazuhiro Nakamura,21.0,13.0,180.34,92.99,177.8,Orthodox,44.0,1.56,0.37,1.83,0.59,1.73,0.36,0.42,0.6
War Machine,14.0,5.0,180.34,77.11,,Orthodox,42.0,2.32,0.6,3.17,0.43,1.16,0.5,0.4,0.0
Jason Tan,5.0,3.0,177.8,77.11,,Orthodox,42.0,0.69,0.29,7.37,0.18,0.0,0.0,0.0,0.0
Travis Lutter,10.0,6.0,180.34,83.91,190.5,Orthodox,50.0,0.41,0.32,2.42,0.42,1.95,0.24,0.3,0.7
Kalib Starnes,17.0,11.0,190.5,83.91,187.96,Orthodox,49.0,2.71,0.48,4.43,0.53,1.46,0.33,0.25,0.6
Charles McCarthy,10.0,5.0,177.8,83.91,180.34,Orthodox,43.0,0.18,0.12,4.03,0.56,2.67,0.6,0.0,2.7
Kuniyoshi Hironaka,23.0,9.0,177.8,76.2,177.8,Orthodox,47.0,1.98,0.4,3.01,0.54,1.91,0.3,0.25,0.6
Din Thomas,26.0,9.0,175.26,70.31,,Orthodox,47.0,1.85,0.37,2.6,0.59,1.38,0.52,0.76,1.2
Ryan Roberts,21.0,12.0,167.64,70.31,,Orthodox,45.0,0.0,0.0,22.5,0.45,0.0,0.0,0.0,0.0
Jeff Cox,10.0,7.0,177.8,70.31,,Orthodox,55.0,0.56,0.25,1.69,0.33,4.23,0.5,0.8,0.0
Roman Mitichyan,8.0,3.0,177.8,77.11,,Orthodox,45.0,0.26,0.16,2.7,0.43,1.93,1.0,0.25,1.9
Tommy Speer,21.0,7.0,177.8,77.11,180.34,Orthodox,39.0,2.56,0.51,5.12,0.35,2.02,0.33,0.33,0.0
John Halverson,16.0,8.0,175.26,70.31,,Southpaw,51.0,2.94,0.43,5.29,0.47,0.0,0.0,0.66,2.0
Tim Sylvia,31.0,10.0,203.2,120.2,203.2,Orthodox,48.0,4.23,0.41,2.61,0.61,0.11,1.0,0.75,0.1
David Heath,18.0,7.0,180.34,92.99,182.88,Orthodox,48.0,1.48,0.3,5.16,0.49,0.33,0.5,0.57,1.0
Terry Martin,23.0,11.0,172.72,83.91,180.34,Orthodox,43.0,2.82,0.43,3.13,0.54,3.1,0.42,0.92,0.0
Alberto Crane,15.0,5.0,165.1,70.31,,Orthodox,47.0,0.43,0.25,2.61,0.57,0.0,0.0,0.5,4.0
Joe Veres,4.0,3.0,170.18,70.31,,Orthodox,46.0,0.0,0.0,5.55,0.27,0.0,0.0,0.0,0.0
Colin Robinson,10.0,12.0,193.04,110.22,,Orthodox,55.0,6.19,0.69,7.91,0.37,2.58,1.0,0.5,5.2
James Lee,15.0,3.0,180.34,92.99,,Southpaw,50.0,1.4,0.42,3.72,0.27,13.95,0.5,0.0,7.0
Jordan Radev,23.0,5.0,170.18,83.91,,Southpaw,47.0,1.35,0.23,2.38,0.66,0.0,0.0,0.8,0.0
Tony DeSouza,11.0,4.0,182.88,77.11,177.8,Southpaw,49.0,1.12,0.52,1.57,0.41,2.25,0.42,0.4,1.5
Doug Evans,13.0,10.0,175.26,70.31,,Orthodox,43.0,1.79,0.35,2.55,0.55,3.19,0.83,0.69,0.6
Jared Rollins,8.0,4.0,175.26,77.11,,Orthodox,47.0,3.33,0.57,2.41,0.39,2.5,0.5,0.5,1.2
Billy Miles,2.0,2.0,177.8,77.11,,Orthodox,45.0,0.0,0.0,1.25,0.33,0.0,0.0,0.0,0.0
Dan Barrera,3.0,1.0,175.26,77.11,,Orthodox,43.0,0.8,0.7,1.2,0.28,1.0,0.08,0.0,0.0
Richie Hightower,8.0,4.0,172.72,77.11,,Orthodox,49.0,4.62,0.35,6.92,0.21,3.46,1.0,1.0,0.0
John Kolosci,15.0,9.0,180.34,83.91,,Orthodox,49.0,0.21,0.2,0.85,0.5,0.0,0.0,0.0,0.0
Dorian Price,8.0,5.0,190.5,77.11,,Southpaw,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Georgieff,6.0,2.0,187.96,77.11,,Orthodox,41.0,2.55,0.4,2.34,0.35,0.0,0.0,0.0,0.0
Luke Caudillo,17.0,17.0,170.18,70.31,,Orthodox,43.0,1.97,0.28,5.07,0.55,0.44,0.2,0.85,0.0
Jason Black,23.0,4.0,172.72,70.31,,Orthodox,51.0,1.06,0.47,2.6,0.45,0.48,0.33,0.28,6.2
Diego Saraiva,22.0,20.0,167.64,70.31,,Orthodox,41.0,1.64,0.32,3.58,0.62,1.33,0.4,0.0,0.7
Scott Junk,8.0,3.0,185.42,120.2,,Orthodox,45.0,5.13,0.6,1.81,0.45,0.0,0.0,0.0,0.0
Edilberto de Oliveira,29.0,15.0,182.88,77.11,,Orthodox,41.0,4.12,0.32,6.79,0.61,0.0,0.0,0.0,0.0
Anthony Torres,5.0,3.0,172.72,77.11,,Orthodox,45.0,3.54,0.48,7.52,0.45,0.0,0.0,1.0,2.2
Renato Sobral,37.0,11.0,185.42,92.99,190.5,Orthodox,48.0,2.23,0.45,1.53,0.57,2.48,0.42,0.65,2.6
Mike Nickels,9.0,5.0,193.04,92.99,,Orthodox,52.0,4.44,0.52,1.11,0.64,11.11,0.8,0.0,2.8
Jason Gilliam,14.0,9.0,182.88,77.11,,Orthodox,,0.79,0.33,3.14,0.42,0.0,0.0,0.0,0.0
Jens Pulver,27.0,19.0,170.18,65.77,177.8,Southpaw,49.0,2.12,0.37,3.13,0.56,0.22,0.33,0.63,0.3
Floyd Sword,12.0,3.0,182.88,83.91,,Orthodox,47.0,0.78,0.42,1.57,0.4,0.0,0.0,0.33,0.0
Brandon Melendez,25.0,25.0,180.34,70.31,,Southpaw,41.0,0.84,0.26,0.56,0.63,0.0,0.0,0.25,0.0
Andy Wang,7.0,8.0,167.64,70.31,,Orthodox,46.0,3.43,0.36,10.29,0.62,0.0,0.0,0.0,0.0
Allen Berube,4.0,3.0,172.72,70.31,,Orthodox,49.0,0.92,0.8,0.92,0.33,6.87,1.0,0.0,3.4
Brian Geraghty,26.0,18.0,170.18,70.31,,Orthodox,43.0,0.47,0.25,9.77,0.36,0.0,0.0,0.5,0.0
Hector Ramirez,10.0,6.0,182.88,92.99,,Orthodox,48.0,2.27,0.41,4.6,0.56,2.3,0.55,0.66,0.5
Rory Singer,11.0,9.0,187.96,83.91,195.58,Orthodox,47.0,2.55,0.39,2.42,0.63,0.39,0.25,0.64,0.8
Scott Smith,18.0,11.0,182.88,83.91,177.8,Orthodox,44.0,1.9,0.27,5.87,0.5,0.12,0.06,0.58,0.5
Stevie Lynch,5.0,2.0,177.8,77.11,,Orthodox,,2.47,0.25,7.06,0.41,0.0,0.0,0.0,0.0
Pete Spratt,25.0,23.0,175.26,77.11,,Orthodox,53.0,1.63,0.48,1.33,0.55,0.3,1.0,0.46,0.3
Chad Reiner,33.0,18.0,180.34,77.11,,Orthodox,42.0,0.53,0.2,1.97,0.46,0.99,0.33,0.25,2.0
Sean Salmon,18.0,21.0,177.8,83.91,,Southpaw,46.0,1.49,0.33,2.03,0.65,4.06,0.5,0.0,0.0
Elvis Sinosic,7.0,11.0,190.5,92.99,195.58,Orthodox,53.0,1.13,0.37,4.6,0.53,0.0,0.0,0.0,1.2
Assuerio Silva,16.0,8.0,177.8,109.32,,Orthodox,49.0,1.42,0.46,4.2,0.54,2.66,0.34,0.25,1.8
David Lee,12.0,10.0,177.8,70.31,,Orthodox,,1.49,0.5,3.31,0.42,0.0,0.0,0.5,0.0
Victor Valimaki,18.0,10.0,182.88,92.99,,Orthodox,,3.94,0.3,2.99,0.67,0.9,0.14,0.0,0.0
Brad Imes,13.0,7.0,200.66,120.2,,Orthodox,47.0,2.73,0.31,4.24,0.49,1.72,0.71,0.0,1.0
Josh Haynes,14.0,11.0,175.26,77.11,,Orthodox,46.0,1.25,0.22,4.03,0.52,0.94,0.18,0.42,0.0
Dokonjonosuke Mishima,21.0,7.0,170.18,70.31,,Southpaw,51.0,1.06,0.41,1.22,0.52,2.47,0.4,0.25,1.4
Drew Fickett,42.0,21.0,177.8,70.31,177.8,Orthodox,44.0,2.33,0.41,2.29,0.57,1.3,0.35,0.3,2.2
Rex Holman,4.0,2.0,190.5,92.99,,Southpaw,,2.75,0.34,7.25,0.4,0.0,0.0,1.0,0.0
Sam Hoger,10.0,4.0,187.96,92.99,,Orthodox,43.0,1.07,0.25,2.25,0.57,1.12,0.38,0.29,1.3
Chris Price,19.0,4.0,187.96,83.91,,Southpaw,41.0,1.44,0.66,2.59,0.48,0.0,0.0,0.33,2.2
Ross Pointon,6.0,17.0,172.72,77.11,,Orthodox,44.0,2.62,0.23,2.77,0.58,1.19,1.0,0.0,0.0
Marcio Cruz,8.0,3.0,193.04,105.23,,Orthodox,45.0,2.92,0.46,1.51,0.68,0.53,0.07,0.37,1.6
Jeff Joslin,5.0,3.0,182.88,77.11,,Orthodox,48.0,2.17,0.39,1.57,0.65,0.5,0.33,0.64,0.5
Shonie Carter,51.0,31.0,177.8,77.11,,Southpaw,51.0,1.62,0.36,2.32,0.47,0.75,0.66,0.75,0.0
Dave Menne,45.0,17.0,177.8,77.11,,Orthodox,49.0,1.84,0.44,1.99,0.42,0.46,0.5,0.57,2.5
Logan Clark,18.0,6.0,187.96,83.91,,Orthodox,39.0,2.2,0.54,1.49,0.53,0.31,1.0,0.3,2.1
Steve Byrnes,6.0,1.0,182.88,77.11,,Orthodox,,1.2,0.51,2.67,0.27,3.0,0.6,0.0,4.0
Jeff Monson,60.0,26.0,175.26,112.04,187.96,Orthodox,53.0,0.97,0.3,2.87,0.59,1.06,0.12,0.66,0.7
Sherman Pendergarst,11.0,18.0,185.42,106.59,,Orthodox,56.0,1.23,0.36,3.08,0.16,4.62,1.0,0.0,0.0
Josh Shockman,6.0,3.0,193.04,106.59,,Southpaw,43.0,0.87,0.32,0.87,0.58,0.0,0.0,0.23,0.0
Edwin DeWees,38.0,17.0,185.42,83.91,,Orthodox,41.0,1.53,0.33,6.19,0.39,2.18,0.66,0.0,3.3
Jeremy Jackson,9.0,5.0,177.8,77.11,,Orthodox,41.0,0.71,0.27,2.03,0.25,1.52,0.4,0.58,0.0
Gideon Ray,17.0,15.0,177.8,83.91,,Southpaw,50.0,2.08,0.4,2.58,0.53,1.49,1.0,0.0,0.0
Justin James,13.0,7.0,177.8,70.31,,Orthodox,47.0,1.34,0.36,2.68,0.5,0.0,0.0,0.5,1.6
Ken Shamrock,28.0,17.0,185.42,92.99,182.88,Orthodox,60.0,1.47,0.46,4.3,0.39,0.94,0.6,0.44,2.5
Crafton Wallace,18.0,6.0,182.88,83.91,,Orthodox,48.0,1.55,0.44,2.36,0.47,0.0,0.0,0.42,0.0
Mario Neto,13.0,5.0,182.88,103.87,,Orthodox,,1.89,0.5,1.89,0.7,2.84,1.0,0.0,0.0
Danny Abbadi,4.0,6.0,180.34,70.31,,Orthodox,40.0,3.29,0.38,4.41,0.57,0.0,0.0,0.77,0.0
Rob MacDonald,5.0,4.0,190.5,92.99,198.12,Orthodox,45.0,1.8,0.5,2.04,0.46,7.19,0.8,0.8,5.4
Wes Combs,20.0,6.0,187.96,92.99,,Orthodox,50.0,2.14,0.48,4.73,0.45,0.0,0.0,0.0,0.0
Cory Walmsley,8.0,2.0,182.88,92.99,,Orthodox,,0.79,1.0,1.18,0.5,0.0,0.0,0.0,0.0
Yuki Sasaki,25.0,22.0,187.96,83.91,,Orthodox,47.0,1.09,0.43,1.2,0.57,0.43,1.0,0.66,0.0
Jason Von Flue,14.0,12.0,182.88,77.11,,Orthodox,48.0,1.89,0.36,3.23,0.52,0.62,0.16,0.58,1.5
Kristof Midoux,6.0,10.0,185.42,99.79,,Orthodox,49.0,0.7,0.43,2.89,0.49,0.0,0.0,0.0,0.0
Sammy Morgan,18.0,12.0,177.8,77.11,,Orthodox,42.0,1.05,0.22,3.74,0.4,1.43,0.2,0.0,0.5
Dan Christison,20.0,7.0,203.2,120.2,,Orthodox,51.0,4.23,0.51,3.88,0.54,0.0,0.0,0.37,1.1
Joe Jordan,49.0,14.0,167.64,70.31,,Orthodox,45.0,1.85,0.25,4.27,0.59,0.0,0.0,0.66,0.0
Gilbert Aldana,6.0,2.0,185.42,113.4,,Orthodox,46.0,2.91,0.54,6.26,0.26,2.57,0.4,0.33,0.0
Branden Lee Hinkle,17.0,11.0,190.5,106.59,,Orthodox,50.0,2.61,0.69,3.91,0.26,4.34,0.57,0.66,4.3
Kristian Rothaermel,4.0,3.0,182.88,92.99,,Open Stance,52.0,0.75,0.5,2.49,0.41,0.0,0.0,0.0,0.0
Justin Levens,10.0,7.0,180.34,83.91,,Orthodox,43.0,1.24,0.47,3.15,0.37,1.69,0.5,0.33,5.1
Solomon Hutcherson,11.0,7.0,180.34,83.91,,Southpaw,51.0,2.59,0.39,2.59,0.64,3.53,1.0,0.0,0.0
Royce Gracie,15.0,2.0,185.42,79.38,,Southpaw,57.0,0.88,0.41,1.13,0.37,0.0,0.0,0.66,0.8
Fabiano Scherner,11.0,10.0,190.5,116.57,,Orthodox,51.0,1.31,0.31,3.2,0.38,1.09,0.33,0.4,0.0
Rick Davis,3.0,1.0,175.26,70.31,,Orthodox,,3.09,0.5,6.19,0.64,0.0,0.0,0.0,0.0
Nick Thompson,38.0,14.0,185.42,77.11,187.96,Orthodox,42.0,1.87,0.42,1.8,0.49,1.06,1.0,0.35,2.6
David Terrell,6.0,2.0,185.42,83.91,,Southpaw,46.0,2.34,0.63,2.71,0.37,5.54,0.5,0.0,5.5
Derrick Noble,27.0,15.0,175.26,77.11,,Southpaw,45.0,6.21,0.4,3.79,0.59,0.0,0.0,0.0,0.0
Ansar Chalangov,14.0,5.0,175.26,77.11,,Orthodox,44.0,0.68,0.66,1.69,0.54,0.0,0.0,0.0,7.6
Trevor Prangley,34.0,11.0,185.42,83.91,190.5,Orthodox,51.0,2.59,0.6,2.02,0.48,3.38,0.55,0.74,1.0
Steve Vigneault,12.0,6.0,177.8,83.91,,Orthodox,46.0,2.19,0.28,5.75,0.44,0.0,0.0,1.0,0.0
Tom Murphy,8.0,0.0,187.96,102.97,,Southpaw,49.0,2.5,0.71,0.17,0.84,7.51,0.85,0.0,2.5
Icho Larenas,6.0,5.0,190.5,106.59,,Orthodox,44.0,0.17,0.15,2.5,0.28,0.0,0.0,0.14,0.0
Justin Eilers,19.0,7.0,185.42,106.59,,Orthodox,45.0,2.86,0.43,5.66,0.49,0.82,0.25,0.5,0.0
Mike van Arsdale,8.0,5.0,187.96,92.99,,Switch,58.0,1.52,0.41,1.91,0.41,1.06,0.14,0.37,0.0
Mike Whitehead,27.0,8.0,185.42,92.99,,Orthodox,42.0,1.62,0.33,2.36,0.59,3.59,0.43,0.77,0.3
Alex Karalexis,10.0,6.0,172.72,70.31,167.64,Orthodox,46.0,2.57,0.42,2.39,0.54,2.7,0.45,0.86,0.9
Kevin Jordan,11.0,9.0,190.5,111.13,,Orthodox,53.0,2.0,0.4,1.91,0.55,0.0,0.0,0.77,0.6
Jeff Newton,4.0,2.0,187.96,92.99,,Sideways,57.0,0.28,0.2,1.41,0.52,0.0,0.0,0.0,8.5
Kit Cope,6.0,7.0,182.88,77.11,,Orthodox,47.0,1.18,0.52,2.12,0.35,0.0,0.0,0.5,3.5
Kerry Schall,24.0,13.0,187.96,120.2,,Orthodox,52.0,0.94,0.11,4.84,0.63,0.0,0.0,0.0,0.0
Sean Gannon,2.0,1.0,190.5,120.2,,Southpaw,,0.0,0.0,6.38,0.28,0.0,0.0,0.5,0.0
Keigo Kunihara,3.0,2.0,182.88,106.59,,Orthodox,,0.17,0.1,1.99,0.57,4.97,0.4,1.0,2.5
Tra Telligman,7.0,5.0,187.96,105.69,,Orthodox,59.0,1.83,0.35,3.02,0.56,0.87,1.0,0.8,0.0
Brian Gassaway,29.0,20.0,185.42,77.11,,Orthodox,51.0,0.34,0.26,3.65,0.44,0.0,0.0,0.42,0.0
Matt Lindland,22.0,9.0,182.88,83.91,187.96,Southpaw,53.0,2.62,0.5,1.56,0.52,3.01,0.48,0.6,1.3
Bill Mahood,20.0,7.0,190.5,90.72,,Orthodox,57.0,1.54,0.85,3.59,0.17,0.0,0.0,0.0,3.9
Koji Oishi,25.0,10.0,172.72,77.11,,Orthodox,46.0,1.43,0.09,17.86,0.43,0.0,0.0,0.0,0.0
Travis Wiuff,75.0,21.0,190.5,92.99,,Orthodox,46.0,0.48,0.3,4.03,0.41,4.84,0.57,0.44,1.2
John Marsh,8.0,7.0,182.88,120.2,,Orthodox,53.0,0.83,0.42,2.23,0.4,0.43,1.0,0.54,0.4
Bobby Southworth,10.0,6.0,187.96,92.99,,Orthodox,54.0,0.99,0.39,1.38,0.65,3.98,0.78,0.64,1.3
Jason Thacker,0.0,1.0,177.8,83.91,,Orthodox,48.0,0.63,0.33,17.05,0.32,0.0,0.0,0.0,0.0
Chris Sanford,5.0,1.0,180.34,83.91,,Orthodox,56.0,0.23,0.5,3.22,0.17,0.0,0.0,0.0,3.5
Lodune Sincaid,15.0,9.0,175.26,83.91,,Orthodox,50.0,2.72,0.42,6.17,0.57,0.0,0.0,0.75,0.0
Alex Schoenauer,15.0,10.0,190.5,83.91,,Orthodox,47.0,1.22,0.4,2.27,0.42,0.0,0.0,0.22,4.9
Josh Rafferty,9.0,8.0,182.88,77.11,,Orthodox,43.0,0.6,0.33,3.6,0.5,0.0,0.0,0.0,9.0
Mike Kyle,22.0,14.0,193.04,92.99,195.58,Orthodox,43.0,3.93,0.51,3.35,0.49,1.33,0.62,0.5,0.8
Renato Verissimo,7.0,5.0,185.42,77.11,,Orthodox,50.0,0.92,0.48,1.87,0.47,1.46,0.3,0.5,2.5
Tony Fryklund,14.0,9.0,182.88,83.91,,Orthodox,53.0,3.49,0.39,6.5,0.43,0.0,0.0,0.66,0.5
Vernon White,26.0,33.0,182.88,92.99,,Southpaw,52.0,2.11,0.38,2.2,0.54,0.88,0.28,0.44,0.0
Ronald Jhun,24.0,26.0,180.34,77.11,,Orthodox,53.0,1.45,0.57,3.01,0.5,1.81,1.0,1.0,0.0
Kimo Leopoldo,10.0,7.0,190.5,106.59,,Orthodox,56.0,0.76,0.83,2.12,0.3,4.55,1.0,0.0,2.3
Curtis Stout,11.0,12.0,185.42,83.91,,Southpaw,50.0,0.69,0.67,3.2,0.29,0.0,0.0,0.2,0.0
Tiki Ghosn,10.0,7.0,177.8,77.11,,Orthodox,47.0,2.78,0.46,2.94,0.58,0.41,0.5,0.61,0.0
Wesley Correira,20.0,16.0,190.5,117.93,,Orthodox,45.0,2.6,0.36,8.8,0.4,0.0,0.0,0.9,0.0
Wes Sims,24.0,14.0,208.28,117.93,,Orthodox,44.0,0.98,0.51,2.95,0.37,0.0,0.0,0.4,2.3
Jonathan Wiezorek,11.0,2.0,190.5,113.4,,Southpaw,46.0,1.27,0.58,5.47,0.31,1.91,0.2,0.0,0.0
Wade Shipp,11.0,5.0,190.5,111.13,,Orthodox,49.0,4.29,0.86,2.14,0.0,0.0,0.0,0.75,0.0
Genki Sudo,15.0,4.0,175.26,70.31,,Orthodox,46.0,1.55,0.39,2.23,0.33,3.58,0.6,0.5,4.2
Carlos Newton,16.0,14.0,175.26,77.11,,Orthodox,47.0,0.65,0.41,1.55,0.44,2.47,0.7,0.43,0.9
Lee Murray,8.0,2.0,190.5,83.91,,Orthodox,46.0,0.36,0.15,3.28,0.32,0.9,1.0,0.42,1.8
Falaniko Vitale,30.0,11.0,177.8,83.91,,Orthodox,49.0,1.88,0.49,3.68,0.47,0.72,0.33,0.86,0.0
David Abbott,10.0,15.0,182.88,120.2,,Switch,,1.35,0.3,3.55,0.38,1.07,0.33,0.66,0.0
Pedro Rizzo,20.0,11.0,185.42,109.32,,Orthodox,49.0,1.93,0.34,3.02,0.5,0.26,0.28,0.78,0.0
Ricco Rodriguez,53.0,25.0,193.04,120.2,,Orthodox,46.0,1.85,0.51,1.15,0.61,2.3,0.39,0.4,1.0
Keith Rockel,12.0,4.0,182.88,83.91,,Orthodox,,1.13,0.73,0.21,0.66,4.63,0.75,1.0,4.6
Chris Liguori,15.0,10.0,175.26,83.91,,Orthodox,,0.29,0.33,1.44,0.0,0.0,0.0,0.5,0.0
Nick Agallar,24.0,6.0,172.72,70.31,,Orthodox,45.0,0.69,0.11,4.56,0.42,0.0,0.0,0.0,0.0
Gan McGee,13.0,5.0,208.28,120.2,,Orthodox,47.0,2.2,0.29,2.31,0.59,0.65,0.25,0.83,0.0
Dave Strasser,25.0,8.0,177.8,77.11,,Orthodox,54.0,3.04,0.45,1.88,0.59,0.72,0.33,0.33,0.0
Gerald Strebendt,9.0,7.0,175.26,70.31,,Orthodox,45.0,0.0,0.0,4.0,0.38,0.0,0.0,0.0,16.4
Eddie Ruiz,1.0,1.0,170.18,70.31,,Orthodox,56.0,0.2,0.25,1.4,0.47,2.0,0.12,0.0,0.0
Romie Aram,7.0,1.0,177.8,77.11,,Orthodox,46.0,1.8,0.35,2.83,0.5,2.5,0.62,0.83,0.0
Sean Alvarez,4.0,3.0,182.88,106.59,,Orthodox,52.0,0.89,0.37,3.25,0.47,0.0,0.0,0.0,0.0
Richard Crunkilton,19.0,4.0,170.18,70.31,,Orthodox,44.0,1.72,0.41,1.45,0.58,4.08,0.61,0.65,1.3
Mark Weir,21.0,18.0,187.96,83.91,,Southpaw,56.0,1.54,0.56,2.5,0.38,0.8,0.5,0.25,2.4
Alexandre Dantas,0.0,3.0,187.96,107.95,,Orthodox,45.0,0.21,0.25,1.87,0.6,0.0,0.0,0.0,3.1
Gil Castillo,8.0,5.0,175.26,77.11,,Southpaw,58.0,0.6,0.45,2.22,0.44,3.33,0.45,0.5,0.0
Ian Freeman,20.0,7.0,180.34,102.06,,Orthodox,57.0,2.54,0.48,3.11,0.44,1.44,0.4,0.8,0.7
Phillip Miller,16.0,0.0,180.34,83.91,,Orthodox,45.0,1.61,0.54,1.93,0.5,3.62,0.25,1.0,0.6
Benji Radach,21.0,7.0,177.8,83.91,,Orthodox,44.0,2.62,0.49,2.31,0.51,1.06,0.41,0.71,0.4
Eugene Jackson,15.0,9.0,172.72,83.91,,Orthodox,57.0,2.19,0.33,3.44,0.32,1.91,0.71,0.16,2.3
Leigh Remedios,18.0,10.0,170.18,70.31,,Orthodox,48.0,0.75,0.41,1.36,0.68,0.0,0.0,0.33,0.0
James Zikic,21.0,10.0,187.96,92.99,,Orthodox,47.0,1.47,0.35,1.6,0.44,0.5,0.25,0.74,0.5
Chris Haseman,20.0,17.0,180.34,92.99,,Orthodox,54.0,0.93,0.7,4.67,0.28,0.0,0.0,0.4,2.0
Nick Serra,7.0,3.0,175.26,77.11,,Orthodox,46.0,0.0,0.0,1.73,0.43,1.0,0.1,0.0,2.0
Zach Light,9.0,11.0,172.72,77.11,,Orthodox,50.0,0.81,0.33,1.9,0.48,1.36,1.0,0.0,0.0
Steve Berger,21.0,23.0,180.34,77.11,,Orthodox,50.0,1.0,0.27,3.26,0.36,0.84,0.4,0.16,1.7
Rodrigo Ruas,4.0,5.0,177.8,83.91,,Orthodox,46.0,1.28,0.35,7.0,0.41,0.0,0.0,0.0,0.0
Joao Pierini,4.0,1.0,185.42,70.31,,Switch,52.0,0.76,0.14,4.56,0.33,0.0,0.0,0.0,0.0
Murilo Bustamante,15.0,8.0,187.96,83.01,,Orthodox,57.0,1.33,0.32,1.9,0.6,2.46,0.33,0.54,1.2
Tsuyoshi Kohsaka,27.0,19.0,180.34,102.06,,Orthodox,54.0,1.88,0.38,4.41,0.54,1.32,0.2,0.33,0.4
Paul Creighton,3.0,1.0,167.64,70.31,,Southpaw,53.0,0.72,0.75,4.65,0.3,5.37,0.37,0.0,0.0
Amar Suloev,24.0,7.0,175.26,83.01,,Orthodox,47.0,1.98,0.37,2.19,0.7,0.27,1.0,0.88,0.3
Andrei Semenov,34.0,9.0,182.88,83.91,,Orthodox,46.0,0.78,0.15,2.44,0.6,1.74,0.8,0.55,0.4
Hayato Sakurai,38.0,13.0,170.18,76.2,,Orthodox,48.0,2.45,0.49,1.94,0.59,1.87,0.69,0.56,0.3
Pat Miletich,29.0,7.0,177.8,77.11,,Orthodox,56.0,1.79,0.45,1.66,0.63,1.96,1.0,0.54,1.0
Pete Williams,12.0,6.0,190.5,106.59,,Orthodox,48.0,0.61,0.62,2.77,0.4,1.84,0.4,0.16,0.9
Kelly Dullanty,4.0,2.0,172.72,70.31,,Orthodox,46.0,0.0,0.0,0.67,0.75,0.0,0.0,0.66,0.0
Jutaro Nakao,25.0,19.0,175.26,77.11,,Southpaw,53.0,0.53,0.38,1.06,0.44,0.38,0.5,0.56,0.0
Kevin Randleman,17.0,16.0,177.8,92.99,,Orthodox,52.0,1.26,0.54,1.12,0.57,2.0,0.56,0.3,0.8
Chris Brennan,21.0,13.0,172.72,77.11,,Orthodox,52.0,0.6,0.4,0.97,0.5,0.0,0.0,0.25,2.1
Bobby Hoffman,36.0,10.0,187.96,111.13,,Orthodox,55.0,2.02,0.7,1.32,0.19,1.17,0.5,0.0,1.2
Homer Moore,26.0,9.0,177.8,92.99,,Orthodox,52.0,0.68,0.5,0.68,0.0,5.07,0.66,0.0,0.0
Roberto Traven,6.0,4.0,190.5,102.97,,Orthodox,55.0,0.92,0.5,2.77,0.57,0.0,0.0,0.0,0.0
Fabiano Iha,9.0,5.0,172.72,70.31,,Orthodox,53.0,1.73,0.47,2.49,0.42,2.88,0.4,0.5,2.9
